sinif,unite,konu,kazanim_kodu,kazanim_aciklamasi,ders
7. Sınıf,Life in the World & Culture,Life in the World & Culture,ENG.7.6.1.4.,"Students can reflect on the information, experiences, thoughts, ideas, and feelings related to the listening (to)/watching process about the current content on ""life in the world and culture with capitals, landmarks, famous places, and activities in capitals; sports events in different parts of the world"" in relation to themselves or others, both individually and/or with others.",İngilizce
7. Sınıf,Life in the World & Culture,Life in the World & Culture,ENG.7.6.G1.,"Students can select and use target grammatical language items efficiently, effectively, and accurately, based on the current content about ""life in the world and culture with capitals, landmarks, famous places, and activities in capitals; sports events in different parts of the world"", after recognising them in context and developing their conscious and inductive grammaring skills through consciousness-raising and discovery.",İngilizce
7. Sınıf,Life in the World & Culture,Life in the World & Culture,ENG.7.6.P1.,"Students can select and use target phonological aspects such as pronunciation and intonation of target sounds, words, phrases, clauses, and sentences in utterances authentically, naturally, and accurately in the current content about ""life in the world and culture with capitals, landmarks, famous places, and activities in capitals; sports events in different parts of the world"" to develop holistic and conscious pronunciation skills after recognising them in context.",İngilizce
7. Sınıf,Life in the World & Culture,Life in the World & Culture,ENG.7.6.R1.,"Students can prepare for reading the content on ""life in the world and culture with capitals, landmarks, famous places, and activities in capitals; sports events in different parts of the world"" efficiently and effectively.",İngilizce
7. Sınıf,Life in the World & Culture,Life in the World & Culture,ENG.7.6.R2.,"Students can bring information together about the current content on ""life in the world and culture with capitals, landmarks, famous places, and activities in capitals; sports events in different parts of the world"" through skimming, scanning and detailed reading.",İngilizce
7. Sınıf,Life in the World & Culture,Life in the World & Culture,ENG.7.6.R3.,"Students can make sense of and derive meaning from the current content on ""life in the world and culture with capitals, landmarks, famous places, and activities in capitals; sports events in different parts of the world"".",İngilizce
7. Sınıf,Life in the World & Culture,Life in the World & Culture,ENG.7.6.R4.,"Students can reflect on the information, experiences, thoughts, ideas, and feelings related to the reading process about the current content on ""life in the world and culture with capitals, landmarks, famous places, and activities in capitals; sports events in different parts of the world"" in relation to themselves or others, both individually and/or with others.",İngilizce
7. Sınıf,Life in the World & Culture,Life in the World & Culture,ENG.7.6.S1.,"Students can prepare themselves to speak meaningfully, fluently, and efficiently about the current content on ""life in the world and culture with capitals, landmarks, famous places, and activities in capitals; sports events in different parts of the world"".",İngilizce
7. Sınıf,Life in the World & Culture,Life in the World & Culture,ENG.7.6.S2.,"Students can analyse and understand the model content related to ""life in the world and culture with capitals, landmarks, famous places, and activities in capitals; sports events in different parts of the world"" to support the production of spoken language.",İngilizce
7. Sınıf,Life in the World & Culture,Life in the World & Culture,ENG.7.6.S3.,"Students can produce meaningful and accurate spoken content related to the current theme on ""life in the world and culture with capitals, landmarks, famous places, and activities in capitals; sports events in different parts of the world"".",İngilizce
7. Sınıf,Life in the World & Culture,Life in the World & Culture,ENG.7.6.S4.,"Students can construct meaningful spoken content about ""life in the world and culture with capitals, landmarks, famous places, and activities in capitals; sports events in different parts of the world"" through efficient and meaningful practice.",İngilizce
7. Sınıf,Life in the World & Culture,Life in the World & Culture,ENG.7.6.S5.,"Students can reconstruct the information about ""life in the world and culture with capitals, landmarks, famous places, and activities in capitals; sports events in different parts of the world"" when communicating with others.",İngilizce
7. Sınıf,Life in the World & Culture,Life in the World & Culture,ENG.7.6.S6.,"Students can reflect on their experiences, thoughts, ideas, and feelings related to the speaking process about the current content on ""life in the world and culture with capitals, landmarks, famous places, and activities in capitals; sports events in different parts of the world"" in relation to themselves or others, both individually and/or with others.",İngilizce
7. Sınıf,Life in the World & Culture,Life in the World & Culture,ENG.7.6.V1.,"Students can select and use target vocabulary efficiently, effectively, and accurately, based on the current content about ""life in the world and culture with capitals, landmarks, famous places, and activities in capitals; sports events in different parts of the world"" after recognising them in context and developing their conscious and inductive vocabulary learning skills.",İngilizce
7. Sınıf,Life in the World & Culture,Life in the World & Culture,ENG.7.6.W1.,"Students can prepare for writing efficiently and accurately based on the current content about ""life in the world and culture with capitals, landmarks, famous places, and activities in capitals; sports events in different parts of the world"".",İngilizce
7. Sınıf,Life in the World & Culture,Life in the World & Culture,ENG.7.6.W2.,"Students can analyse and understand a provided model to guide them in producing similar writing tasks related to the content on ""life in the world and culture with capitals, landmarks, famous places, and activities in capitals; sports events in different parts of the world"".",İngilizce
7. Sınıf,Life in the World & Culture,Life in the World & Culture,ENG.7.6.W3.,"Students can construct new written content on ""life in the world and culture with capitals, landmarks, famous places, and activities in capitals; sports events in different parts of the world"" based on their understanding of the model(s) provided.",İngilizce
7. Sınıf,Life in the World & Culture,Life in the World & Culture,ENG.7.6.W4.,"Students can practise producing written content based on the current theme ""life in the world and culture with capitals, landmarks, famous places, and activities in capitals; sports events in different parts of the world"".",İngilizce
7. Sınıf,Life in the World & Culture,Life in the World & Culture,ENG.7.6.W5.,"Students can engage in the process of writing related to the content on ""life in the world and culture with capitals, landmarks, famous places, and activities in capitals; sports events in different parts of the world"".",İngilizce
7. Sınıf,Life in the World & Culture,Life in the World & Culture,ENG.7.6.W6.,"Students can reconstruct their writing about the current theme on ""life in the world and culture with capitals, landmarks, famous places, and activities in capitals; sports events in different parts of the world"" to communicate effectively about it.",İngilizce
7. Sınıf,Life in the World & Culture,Life in the World & Culture,ENG.7.6.W7.,"Students can reflect on their experiences, thoughts, ideas, and feelings related to the writing process about the current content on ""life in the world and culture with capitals, landmarks, famous places, and activities in capitals; sports events in different parts of the world"" in relation to themselves or others, both individually and/or with others.",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.1.1.,"Students can prepare and get ready for listening (to)/watching about the current content on ""life in nature with animals and natural resources in nature; protecting animals and nature"".",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.1.2.,"Students can bring together the information in the current content on ""life in nature with animals and natural resources in nature; protecting animals and nature"".",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.1.3.,"Students can make sense of and derive meaning from the current content on ""life in nature with animals and natural resources in nature; protecting animals and nature"".",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.1.4.,"Students can reflect on the information, experiences, thoughts, ideas, and feelings related to the listening (to)/watching process about the current content on ""life in nature with animals and natural resources in nature; protecting animals and nature"" in relation to themselves or others, both individually and/or with others.",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.G1.,"Students can select and use target grammatical language items efficiently, effectively, and accurately, based on the current content about ""life in nature with animals and natural resources in nature; protecting animals and nature"", after recognising them in context and developing their conscious and inductive grammaring skills through consciousness-raising and discovery.",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.P1.,"Students can select and use target phonological aspects such as pronunciation and intonation of target sounds, words, phrases, clauses, and sentences in utterances authentically, naturally, and accurately in the current content about ""life in nature with animals and natural resources in nature; protecting animals and nature"" to develop holistic and conscious pronunciation skills after recognising them in context.",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.R1.,"Students can prepare for reading the content on ""life in nature with animals and natural resources in nature; protecting animals and nature"" efficiently and effectively.",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.R2.,"Students can bring information together about the current content on ""life in nature with animals and natural resources in nature; protecting animals and nature"" through skimming, scanning and detailed reading.",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.R3.,"Students can make sense of and derive meaning from the current content on ""life in nature with animals and natural resources in nature; protecting animals and nature"".",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.R4.,"Students can reflect on the information, experiences, thoughts, ideas, and feelings related to the reading process about the current content on ""life in nature with animals and natural resources in nature; protecting animals and nature"" in relation to themselves or others, both individually and/or with others.",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.S1.,"Students can prepare themselves to speak meaningfully, fluently, and efficiently about the current content on ""life in nature with animals and natural resources in nature; protecting animals and nature"".",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.S2.,"Students can analyse and understand the model content related to ""life in nature with animals and natural resources in nature; protecting animals and nature"" to support the production of spoken language.",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.S3.,"Students can produce meaningful and accurate spoken content related to the current theme on ""life in nature with animals and natural resources in nature; protecting animals and nature"".",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.S4.,"Students can construct meaningful spoken content about ""life in nature with animals and natural resources in nature; protecting animals and nature"" through efficient and meaningful practice.",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.S5.,"Students can reconstruct the information about ""life in nature with animals and natural resources in nature; protecting animals and nature"" when communicating with others.",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.S6.,"Students can reflect on their experiences, thoughts, ideas, and feelings related to the speaking process about the current content on ""life in nature with animals and natural resources in nature; protecting animals and nature"" in relation to themselves or others, both individually and/or with others.",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.V1.,"Students can select and use target vocabulary efficiently, effectively, and accurately, based on the current content about ""life in nature with animals and natural resources in nature; protecting animals and nature"" after recognising them in context and developing their conscious and inductive vocabulary learning skills.",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.W1.,"Students can prepare for writing efficiently and accurately based on the current content about ""life in nature with animals and natural resources in nature; protecting animals and nature"".",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.W2.,"Students can analyse and understand a provided model to guide them in producing similar writing tasks related to the content on ""life in nature with animals and natural resources in nature; protecting animals and nature"".",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.W3.,"Students can construct new written content on ""life in nature with animals and natural resources in nature; protecting animals and nature"" based on their understanding of the model(s) provided.",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.W4.,"Students can practise producing written content based on the current theme ""life in nature with animals and natural resources in nature; protecting animals and nature"".",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.W5.,"Students can engage in the process of writing related to the content on ""life in nature with animals and natural resources in nature; protecting animals and nature"".",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.W6.,"Students can reconstruct their writing about the current theme on ""life in nature with animals and natural resources in nature; protecting animals and nature"" to communicate effectively about it.",İngilizce
7. Sınıf,Life in Nature,Life in Nature,ENG.7.7.W7.,"Students can reflect on their experiences, thoughts, ideas, and feelings related to the writing process about the current content on ""life in nature with animals and natural resources in nature; protecting animals and nature"" in relation to themselves or others, both individually and/or with others.",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.1.1.,"Students can prepare and get ready for listening (to)/watching about the current content on ""life in the universe and future with space technology; life in the future with robots"".",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.1.2.,"Students can bring together the information in the current content on ""life in the universe and future with space technology; life in the future with robots"".",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.1.3.,"Students can make sense of and derive meaning from the current content on ""life in the universe and future with space technology; life in the future with robots"".",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.1.4.,"Students can reflect on the information, experiences, thoughts, ideas, and feelings related to the listening (to)/watching process about the current content on ""life in the universe and future with space technology; life in the future with robots"" in relation to themselves or others, both individually and/or with others.",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.G1.,"Students can select and use target grammatical language items efficiently, effectively, and accurately, based on the current content about ""life in the universe and future with space technology; life in the future with robots"", after recognising them in context and developing their conscious and inductive grammaring skills through consciousness-raising and discovery.",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.P1.,"Students can select and use target phonological aspects such as pronunciation and intonation of target sounds, words, phrases, clauses, and sentences in utterances authentically, naturally, and accurately in the current content about ""life in the universe and future with space technology; life in the future with robots"" to develop holistic and conscious pronunciation skills after recognising them in context.",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.R1.,"Students can prepare for reading the content on ""life in the universe and future with space technology; life in the future with robots"" efficiently and effectively.",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.R2.,"Students can bring information together about the current content on ""life in the universe and future with space technology; life in the future with robots"" through skimming, scanning and detailed reading.",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.R3.,"Students can make sense of and derive meaning from the current content on ""life in the universe and future with space technology; life in the future with robots"".",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.R4.,"Students can reflect on the information, experiences, thoughts, ideas, and feelings related to the reading process about the current content on ""life in the universe and future with space technology; life in the future with robots"" in relation to themselves or others, both individually and/or with others.",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.S1.,"Students can prepare themselves to speak meaningfully, fluently, and efficiently about the current content on ""life in the universe and future with space technology; life in the future with robots"".",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.S2.,"Students can analyse and understand the model content related to ""life in the universe and future with space technology; life in the future with robots"" to support the production of spoken language.",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.S3.,"Students can produce meaningful and accurate spoken content related to the current theme on ""life in the universe and future with space technology; life in the future with robots"".",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.S4.,"Students can construct meaningful spoken content about ""life in the universe and future with space technology; life in the future with robots"" through efficient and meaningful practice.",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.S5.,"Students can reconstruct the information about ""life in the universe and future with space technology; life in the future with robots"" when communicating with others.",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.S6.,"Students can reflect on their experiences, thoughts, ideas, and feelings related to the speaking process about the current content on ""life in the universe and future with space technology; life in the future with robots"" in relation to themselves or others, both individually and/or with others.",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.V1.,"Students can select and use target vocabulary efficiently, effectively, and accurately, based on the current content about ""life in the universe and future with space technology; life in the future with robots"" after recognising them in context and developing their conscious and inductive vocabulary learning skills.",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.W1.,"Students can prepare for writing efficiently and accurately based on the current content about ""life in the universe and future with space technology; life in the future with robots"".",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.W2.,"Students can analyse and understand a provided model to guide them in producing similar writing tasks related to the content on ""life in the universe and future with space technology; life in the future with robots"".",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.W3.,"Students can construct new written content on ""life in the universe and future with space technology; life in the future with robots"" based on their understanding of the model(s) provided.",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.W4.,"Students can practise producing written content based on the current theme ""life in the universe and future with space technology; life in the future with robots"".",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.W5.,"Students can engage in the process of writing related to the content on ""life in the universe and future with space technology; life in the future with robots"".",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.W6.,"Students can reconstruct their writing about the current theme on ""life in the universe and future with space technology; life in the future with robots"" to communicate effectively about it.",İngilizce
7. Sınıf,Life in the Universe & Future,Life in the Universe & Future,ENG.7.8.W7.,"Students can reflect on their experiences, thoughts, ideas, and feelings related to the writing process about the current content on ""life in the universe and future with space technology; life in the future with robots"" in relation to themselves or others, both individually and/or with others.",İngilizce
8. Sınıf,Mevsimler ve İklim,Mevsimlerin Oluşumu,F.8.1.1.1,Mevsimlerin oluşumuna yönelik tahminlerde bulunur,Fen Bilimleri
8. Sınıf,Mevsimler ve İklim,İklim ve Hava Hareketleri,F.8.1.2.1,İklim ve hava olayları arasındaki farkı açıklar,Fen Bilimleri
8. Sınıf,Mevsimler ve İklim,İklim ve Hava Hareketleri,F.8.1.2.2,İklim biliminin bir bilim dalı olduğunu ve bu alanda çalışan uzmanlara iklim bilimci adı verildiğini söyler,Fen Bilimleri
8. Sınıf,DNA ve Genetik Kod,DNA ve Genetik Kod,F.8.2.1.1,"Nükleotid, gen, DNA ve kromozom kavramlarını açıklayarak bu kavramlar arasında ilişki kurar",Fen Bilimleri
8. Sınıf,DNA ve Genetik Kod,DNA ve Genetik Kod,F.8.2.1.2,DNA'nın yapısını model üzerinde gösterir,Fen Bilimleri
8. Sınıf,DNA ve Genetik Kod,DNA ve Genetik Kod,F.8.2.1.3,DNA'nın kendini nasıl eşlediğini ifade eder,Fen Bilimleri
8. Sınıf,DNA ve Genetik Kod,Kalıtım,F.8.2.2.1,Kalıtım ile ilgili kavramları tanımlar,Fen Bilimleri
8. Sınıf,DNA ve Genetik Kod,Kalıtım,F.8.2.2.2,Tek karakter çaprazlamaları ile ilgili problemler çözerek sonuçlar hakkında yorum yapar,Fen Bilimleri
8. Sınıf,DNA ve Genetik Kod,Kalıtım,F.8.2.2.3,Akraba evliliklerinin genetik sonuçlarını tartışır,Fen Bilimleri
8. Sınıf,DNA ve Genetik Kod,Mutasyon ve Modifikasyon,F.8.2.3.1,Örneklerden yola çıkarak mutasyonu açıklar,Fen Bilimleri
8. Sınıf,DNA ve Genetik Kod,Mutasyon ve Modifikasyon,F.8.2.3.2,Örneklerden yola çıkarak modifikasyonu açıklar,Fen Bilimleri
8. Sınıf,DNA ve Genetik Kod,Mutasyon ve Modifikasyon,F.8.2.3.3,Mutasyonla modifikasyon arasındaki farklar ile ilgili çıkarımda bulunur,Fen Bilimleri
8. Sınıf,DNA ve Genetik Kod,Adaptasyon,F.8.2.4.1,Canlıların yaşadıkları çevreye uyumlarını gözlem yaparak açıklar,Fen Bilimleri
8. Sınıf,DNA ve Genetik Kod,Biyoteknoloji,F.8.2.5.1,Genetik mühendisliğini ve biyoteknolojiyi ilişkilendirir,Fen Bilimleri
8. Sınıf,DNA ve Genetik Kod,Biyoteknoloji,F.8.2.5.2,Biyoteknolojik uygulamalar kapsamında oluşturulan ikilemlerle bu uygulamaların insanlık için yararlı ve zararlı yönlerini tartışır,Fen Bilimleri
8. Sınıf,DNA ve Genetik Kod,Biyoteknoloji,F.8.2.5.3,Gelecekteki genetik mühendisliği ve biyoteknoloji uygulamalarının neler olabileceği hakkında tahminde bulunur,Fen Bilimleri
8. Sınıf,Basınç,Basınç,F.8.3.1.1,Katı basıncını etkileyen değişkenleri deneyerek keşfeder,Fen Bilimleri
8. Sınıf,Basınç,Basınç,F.8.3.1.2,Sıvı basıncını etkileyen değişkenleri tahmin eder ve tahminlerini test eder,Fen Bilimleri
8. Sınıf,Basınç,Basınç,F.8.3.1.3,"Katı, sıvı ve gazların basınç özelliklerinin günlük yaşam ve teknolojideki uygulamalarına örnekler verir",Fen Bilimleri
8. Sınıf,Madde ve Endüstri,Periyodik Sistem,F.8.4.1.1,"Periyodik sistemde, grup ve periyotların nasıl oluşturulduğunu açıklar",Fen Bilimleri
8. Sınıf,Madde ve Endüstri,Periyodik Sistem,F.8.4.1.2,"Elementleri periyodik tablo üzerinde metal, yarımetal ve ametal olarak sınıflandırır",Fen Bilimleri
8. Sınıf,Madde ve Endüstri,Fiziksel ve Kimyasal Değişimler,F.8.4.2.1,"Fiziksel ve kimyasal değişim arasındaki farkları, çeşitli olayları gözlemleyerek açıklar",Fen Bilimleri
8. Sınıf,Madde ve Endüstri,Kimyasal Tepkimeler,F.8.4.3.1,Bileşiklerin kimyasal tepkime sonucunda oluştuğunu bilir,Fen Bilimleri
8. Sınıf,Madde ve Endüstri,Asitler ve Bazlar,F.8.4.4.1,Asit ve bazların genel özelliklerini ifade eder,Fen Bilimleri
8. Sınıf,Madde ve Endüstri,Asitler ve Bazlar,F.8.4.4.2,Asit ve bazlara günlük yaşamdan örnekler verir,Fen Bilimleri
8. Sınıf,Madde ve Endüstri,Asitler ve Bazlar,F.8.4.4.3,Günlük hayatta ulaşılabilecek malzemeleri asit-baz ayracı olarak kullanır,Fen Bilimleri
8. Sınıf,Madde ve Endüstri,Asitler ve Bazlar,F.8.4.4.4,Maddelerin asitlik ve bazlık durumlarına ilişkin pH değerlerini kullanarak çıkarımda bulunur,Fen Bilimleri
8. Sınıf,Madde ve Endüstri,Asitler ve Bazlar,F.8.4.4.5,Asit ve bazların çeşitli maddeler üzerindeki etkilerini gözlemler,Fen Bilimleri
8. Sınıf,Madde ve Endüstri,Asitler ve Bazlar,F.8.4.4.6,Asit ve bazların temizlik malzemesi olarak kullanılması esnasında oluşabilecek tehlikelerle ilgili gerekli tedbirleri alır,Fen Bilimleri
8. Sınıf,Madde ve Endüstri,Asitler ve Bazlar,F.8.4.4.7,Asit yağmurlarının önlenmesine yönelik çözüm önerileri sunar,Fen Bilimleri
8. Sınıf,Madde ve Endüstri,Maddenin Isı ile Etkileşimi,F.8.4.5.1,"Isınmanın maddenin cinsine, kütlesine ve sıcaklık değişimine bağlı olduğunu deney yaparak keşfeder",Fen Bilimleri
8. Sınıf,Madde ve Endüstri,Maddenin Isı ile Etkileşimi,F.8.4.5.2,Hâl değiştirmek için gerekli ısının maddenin cinsi ve kütlesiyle ilişkili olduğunu deney yaparak keşfeder,Fen Bilimleri
8. Sınıf,Madde ve Endüstri,Maddenin Isı ile Etkileşimi,F.8.4.5.3,Maddelerin hâl değişimi ve ısınma grafiğini çizerek yorumlar,Fen Bilimleri
8. Sınıf,Madde ve Endüstri,Maddenin Isı ile Etkileşimi,F.8.4.5.4,Günlük yaşamda meydana gelen hâl değişimleri ile ısı alışverişini ilişkilendirir,Fen Bilimleri
8. Sınıf,Madde ve Endüstri,Türkiye'de Kimya Endüstrisi,F.8.4.6.1,Geçmişten günümüze Türkiye'deki kimya endüstrisinin gelişimini araştırır,Fen Bilimleri
8. Sınıf,Madde ve Endüstri,Türkiye'de Kimya Endüstrisi,F.8.4.6.2,Kimya endüstrisinde meslek dallarını araştırır ve gelecekteki yeni meslek alanları hakkında öneriler sunar,Fen Bilimleri
8. Sınıf,Basit Makineler,Basit Makineler,F.8.5.1.1,Basit makinelerin sağladığı avantajları örnekler üzerinden açıklar,Fen Bilimleri
8. Sınıf,Basit Makineler,Basit Makineler,F.8.5.1.2,Basit makinelerden yararlanarak günlük yaşamda iş kolaylığı sağlayacak bir düzenek tasarlar,Fen Bilimleri
8. Sınıf,Enerji Dönüşümleri ve Çevre Bilimi,Besin Zinciri ve Enerji Akışı,F.8.6.1.1,"Besin zincirindeki üretici, tüketici, ayrıştırıcılara örnekler verir",Fen Bilimleri
8. Sınıf,Enerji Dönüşümleri ve Çevre Bilimi,Enerji Dönüşümleri,F.8.6.2.1,Bitkilerde besin üretiminde fotosentezin önemini fark eder,Fen Bilimleri
8. Sınıf,Enerji Dönüşümleri ve Çevre Bilimi,Enerji Dönüşümleri,F.8.6.2.2,Fotosentez hızını etkileyen faktörler ile ilgili çıkarımlarda bulunur,Fen Bilimleri
8. Sınıf,Enerji Dönüşümleri ve Çevre Bilimi,Enerji Dönüşümleri,F.8.6.2.3,Canlılarda solunumun önemini belirtir,Fen Bilimleri
8. Sınıf,Enerji Dönüşümleri ve Çevre Bilimi,Madde Döngüleri ve Çevre Sorunları,F.8.6.3.1,Madde döngülerini şema üzerinde göstererek açıklar,Fen Bilimleri
8. Sınıf,Enerji Dönüşümleri ve Çevre Bilimi,Madde Döngüleri ve Çevre Sorunları,F.8.6.3.2,Madde döngülerinin yaşam açısından önemini sorgular,Fen Bilimleri
8. Sınıf,Enerji Dönüşümleri ve Çevre Bilimi,Madde Döngüleri ve Çevre Sorunları,F.8.6.3.3,Küresel iklim değişikliklerinin nedenlerini ve olası sonuçlarını tartışır,Fen Bilimleri
8. Sınıf,Enerji Dönüşümleri ve Çevre Bilimi,Sürdürülebilir Kalkınma,F.8.6.4.1,Kaynakların kullanımında tasarruflu davranmaya özen gösterir,Fen Bilimleri
8. Sınıf,Enerji Dönüşümleri ve Çevre Bilimi,Sürdürülebilir Kalkınma,F.8.6.4.2,Kaynakların tasarruflu kullanımına yönelik proje tasarlar,Fen Bilimleri
8. Sınıf,Enerji Dönüşümleri ve Çevre Bilimi,Sürdürülebilir Kalkınma,F.8.6.4.3,Geri dönüşüm için katı atıkların ayrıştırılmasının önemini açıklar,Fen Bilimleri
8. Sınıf,Enerji Dönüşümleri ve Çevre Bilimi,Sürdürülebilir Kalkınma,F.8.6.4.4,Geri dönüşümün ülke ekonomisine katkısına ilişkin araştırma verilerini kullanarak çözüm önerileri sunar,Fen Bilimleri
8. Sınıf,Enerji Dönüşümleri ve Çevre Bilimi,Sürdürülebilir Kalkınma,F.8.6.4.5,Kaynakların tasarruflu kullanılmaması durumunda gelecekte karşılaşılabilecek problemleri belirterek çözüm önerileri sunar,Fen Bilimleri
8. Sınıf,Elektrik Yükleri ve Elektrik Enerjisi,Elektrik Yükleri ve Elektriklenme,F.8.7.1.1,"Elektriklenmeyi, bazı doğa olayları ve teknolojideki uygulama örnekleri ile açıklar",Fen Bilimleri
8. Sınıf,Elektrik Yükleri ve Elektrik Enerjisi,Elektrik Yükleri ve Elektriklenme,F.8.7.1.2,Elektrik yüklerini sınıflandırarak aynı ve farklı cins elektrik yüklerinin birbirlerine etkisini açıklar,Fen Bilimleri
8. Sınıf,Elektrik Yükleri ve Elektrik Enerjisi,Elektrik Yükleri ve Elektriklenme,F.8.7.1.3,Deneyler yaparak elektriklenme çeşitlerini fark eder,Fen Bilimleri
8. Sınıf,Elektrik Yükleri ve Elektrik Enerjisi,Elektrik Yüklü Cisimler,F.8.7.2.1,"Cisimleri, sahip oldukları elektrik yükleri bakımından sınıflandırır",Fen Bilimleri
8. Sınıf,Elektrik Yükleri ve Elektrik Enerjisi,Elektrik Yüklü Cisimler,F.8.7.2.2,Topraklamayı açıklar,Fen Bilimleri
8. Sınıf,Elektrik Yükleri ve Elektrik Enerjisi,Elektrik Enerjisinin Dönüşümü,F.8.7.3.1,"Elektrik enerjisinin ısı, ışık ve hareket enerjisine dönüştüğü uygulamalara örnekler verir",Fen Bilimleri
8. Sınıf,Elektrik Yükleri ve Elektrik Enerjisi,Elektrik Enerjisinin Dönüşümü,F.8.7.3.2,"Elektrik enerjisinin ısı, ışık veya hareket enerjisine dönüşümü temel alan bir model tasarlar",Fen Bilimleri
8. Sınıf,Elektrik Yükleri ve Elektrik Enerjisi,Elektrik Enerjisinin Dönüşümü,F.8.7.3.3,Güç santrallerinde elektrik enerjisinin nasıl üretildiğini açıklar,Fen Bilimleri
8. Sınıf,Elektrik Yükleri ve Elektrik Enerjisi,Elektrik Enerjisinin Dönüşümü,F.8.7.3.4,Güç santrallerinin avantaj ve dezavantajları konusunda fikirler üretir,Fen Bilimleri
8. Sınıf,Elektrik Yükleri ve Elektrik Enerjisi,Elektrik Enerjisinin Dönüşümü,F.8.7.3.5,Elektrik enerjisinin bilinçli ve tasarruflu kullanılmasının aile ve ülke ekonomisi bakımından önemini tartışır,Fen Bilimleri
8. Sınıf,Elektrik Yükleri ve Elektrik Enerjisi,Elektrik Enerjisinin Dönüşümü,F.8.7.3.6,Evlerde elektriği tasarruflu kullanmaya özen gösterir,Fen Bilimleri
5. Sınıf,Gökyüzündeki Komşularımız ve Biz,Gökyüzündeki Komşularımız ve Biz,FB.5.1.1.1,Güneş’in yapısı ve dönme hareketi ile ilgili bilgileri toplayabilme,Fen Bilimleri
5. Sınıf,Gökyüzündeki Komşularımız ve Biz,Gökyüzündeki Komşularımız ve Biz,FB.5.1.2.1,"Ay’ın özellikleri, dönme ve dolanma hareketleri ile ilgili bilimsel çıkarım yapabilme",Fen Bilimleri
